source_type,source_id,user_id,aksi,status,device,ip_address,durasi_ms,jumlah_objek,waktu,is_anomali,risk_level_source,candidate_type
REAL_DB,real_db_169,6,UPDATE_LEMARI,SUCCESS,unknown,unknown,0.0,1.0,2026-07-09 00:45:53.230000,False,LOW,NORMAL
REAL_DB,real_db_302,84,ACCESS_BERKAS_FILE,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:17:14.575000,False,LOW,NORMAL
REAL_DB,real_db_193,8,AKTIVASI_OTP,SUCCESS,unknown,unknown,0.0,1.0,2026-07-09 01:55:44.501000,False,LOW,NORMAL
REAL_DB,real_db_174,6,CREATE_BERKAS,SUCCESS,unknown,unknown,0.0,1.0,2026-07-09 00:46:01.600000,False,LOW,NORMAL
REAL_DB,real_db_414,1,UPDATE_PERKARA,SUCCESS,unknown,unknown,0.0,1.0,2026-08-15 19:02:11.307000,False,LOW,NORMAL
REAL_DB,real_db_187,6,LOGIN_SUCCESS,SUCCESS,unknown,unknown,0.0,1.0,2026-07-09 01:43:47.874000,False,LOW,NORMAL
REAL_DB,real_db_400,1,ACCESS_BERKAS_FILE,SUCCESS,unknown,unknown,0.0,1.0,2026-08-09 11:40:50.612000,False,LOW,NORMAL
REAL_DB,real_db_175,8,ACCESS_BERKAS_FILE,SUCCESS,unknown,unknown,0.0,1.0,2026-07-09 00:46:03.215000,False,LOW,NORMAL
REAL_DB,real_db_346,1,LOGIN_SUCCESS,SUCCESS,unknown,unknown,0.0,1.0,2026-08-01 20:35:27.839000,False,LOW,NORMAL
REAL_DB,real_db_91,6,LOGIN_SUCCESS,SUCCESS,unknown,unknown,0.0,1.0,2026-07-08 19:42:48.619000,False,LOW,NORMAL
REAL_DB,real_db_316,84,DELETE_RAK,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:17:18.455000,False,LOW,NORMAL
REAL_DB,real_db_289,85,PENGEMBALIAN,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:14:00.051000,False,LOW,NORMAL
REAL_DB,real_db_245,1,LOGIN_SUCCESS,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 00:31:50.466000,False,LOW,NORMAL
REAL_DB,real_db_320,1,KEPUTUSAN_ANOMALI_DITERIMA,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:55:06.599000,False,LOW,NORMAL
