Threshold,TP,FP,TN,FN,Precision,Recall,F1-Score,FPR,FNR,Specificity,Youden_J,Localhost_FP_Count,Localhost_FPR,Satisfies_Test_Criteria,Localhost_Safe
0.793,66,0,2075,684,1.0,0.088,0.1618,0.0,0.912,1.0,0.088,0,0.0,False,True
0.794,63,0,2075,687,1.0,0.084,0.155,0.0,0.916,1.0,0.084,0,0.0,False,True
0.795,58,0,2075,692,1.0,0.0773,0.1436,0.0,0.9227,1.0,0.0773,0,0.0,False,True
0.796,55,0,2075,695,1.0,0.0733,0.1366,0.0,0.9267,1.0,0.0733,0,0.0,False,True
0.797,51,0,2075,699,1.0,0.068,0.1273,0.0,0.932,1.0,0.068,0,0.0,False,True
0.798,50,0,2075,700,1.0,0.0667,0.125,0.0,0.9333,1.0,0.0667,0,0.0,False,True
0.799,49,0,2075,701,1.0,0.0653,0.1227,0.0,0.9347,1.0,0.0653,0,0.0,False,True
0.8,48,0,2075,702,1.0,0.064,0.1203,0.0,0.936,1.0,0.064,0,0.0,False,True
0.801,48,0,2075,702,1.0,0.064,0.1203,0.0,0.936,1.0,0.064,0,0.0,False,True
0.802,46,0,2075,704,1.0,0.0613,0.1156,0.0,0.9387,1.0,0.0613,0,0.0,False,True
0.803,43,0,2075,707,1.0,0.0573,0.1084,0.0,0.9427,1.0,0.0573,0,0.0,False,True
0.804,43,0,2075,707,1.0,0.0573,0.1084,0.0,0.9427,1.0,0.0573,0,0.0,False,True
0.805,43,0,2075,707,1.0,0.0573,0.1084,0.0,0.9427,1.0,0.0573,0,0.0,False,True
0.806,43,0,2075,707,1.0,0.0573,0.1084,0.0,0.9427,1.0,0.0573,0,0.0,False,True
0.807,42,0,2075,708,1.0,0.056,0.1061,0.0,0.944,1.0,0.056,0,0.0,False,True
0.808,42,0,2075,708,1.0,0.056,0.1061,0.0,0.944,1.0,0.056,0,0.0,False,True
0.809,42,0,2075,708,1.0,0.056,0.1061,0.0,0.944,1.0,0.056,0,0.0,False,True
0.81,41,0,2075,709,1.0,0.0547,0.1037,0.0,0.9453,1.0,0.0547,0,0.0,False,True
0.811,41,0,2075,709,1.0,0.0547,0.1037,0.0,0.9453,1.0,0.0547,0,0.0,False,True
0.812,41,0,2075,709,1.0,0.0547,0.1037,0.0,0.9453,1.0,0.0547,0,0.0,False,True
0.8130000000000001,40,0,2075,710,1.0,0.0533,0.1013,0.0,0.9467,1.0,0.0533,0,0.0,False,True
0.8140000000000001,40,0,2075,710,1.0,0.0533,0.1013,0.0,0.9467,1.0,0.0533,0,0.0,False,True
0.8150000000000001,38,0,2075,712,1.0,0.0507,0.0964,0.0,0.9493,1.0,0.0507,0,0.0,False,True
0.8160000000000001,38,0,2075,712,1.0,0.0507,0.0964,0.0,0.9493,1.0,0.0507,0,0.0,False,True
0.8170000000000001,34,0,2075,716,1.0,0.0453,0.0867,0.0,0.9547,1.0,0.0453,0,0.0,False,True
0.8180000000000001,32,0,2075,718,1.0,0.0427,0.0818,0.0,0.9573,1.0,0.0427,0,0.0,False,True
0.8190000000000001,32,0,2075,718,1.0,0.0427,0.0818,0.0,0.9573,1.0,0.0427,0,0.0,False,True
0.8200000000000001,30,0,2075,720,1.0,0.04,0.0769,0.0,0.96,1.0,0.04,0,0.0,False,True
0.8210000000000001,29,0,2075,721,1.0,0.0387,0.0745,0.0,0.9613,1.0,0.0387,0,0.0,False,True
0.8220000000000001,29,0,2075,721,1.0,0.0387,0.0745,0.0,0.9613,1.0,0.0387,0,0.0,False,True
0.8230000000000001,28,0,2075,722,1.0,0.0373,0.072,0.0,0.9627,1.0,0.0373,0,0.0,False,True
0.8240000000000001,27,0,2075,723,1.0,0.036,0.0695,0.0,0.964,1.0,0.036,0,0.0,False,True
0.8250000000000001,27,0,2075,723,1.0,0.036,0.0695,0.0,0.964,1.0,0.036,0,0.0,False,True
0.8260000000000001,27,0,2075,723,1.0,0.036,0.0695,0.0,0.964,1.0,0.036,0,0.0,False,True
0.8270000000000001,27,0,2075,723,1.0,0.036,0.0695,0.0,0.964,1.0,0.036,0,0.0,False,True
0.8280000000000001,26,0,2075,724,1.0,0.0347,0.067,0.0,0.9653,1.0,0.0347,0,0.0,False,True
0.8290000000000001,26,0,2075,724,1.0,0.0347,0.067,0.0,0.9653,1.0,0.0347,0,0.0,False,True
0.8300000000000001,25,0,2075,725,1.0,0.0333,0.0645,0.0,0.9667,1.0,0.0333,0,0.0,False,True
0.8310000000000001,25,0,2075,725,1.0,0.0333,0.0645,0.0,0.9667,1.0,0.0333,0,0.0,False,True
0.8320000000000001,25,0,2075,725,1.0,0.0333,0.0645,0.0,0.9667,1.0,0.0333,0,0.0,False,True
0.8330000000000001,25,0,2075,725,1.0,0.0333,0.0645,0.0,0.9667,1.0,0.0333,0,0.0,False,True
0.834,24,0,2075,726,1.0,0.032,0.062,0.0,0.968,1.0,0.032,0,0.0,False,True
0.835,24,0,2075,726,1.0,0.032,0.062,0.0,0.968,1.0,0.032,0,0.0,False,True
0.836,24,0,2075,726,1.0,0.032,0.062,0.0,0.968,1.0,0.032,0,0.0,False,True
0.837,23,0,2075,727,1.0,0.0307,0.0595,0.0,0.9693,1.0,0.0307,0,0.0,False,True
0.838,21,0,2075,729,1.0,0.028,0.0545,0.0,0.972,1.0,0.028,0,0.0,False,True
0.839,21,0,2075,729,1.0,0.028,0.0545,0.0,0.972,1.0,0.028,0,0.0,False,True
0.84,21,0,2075,729,1.0,0.028,0.0545,0.0,0.972,1.0,0.028,0,0.0,False,True
0.841,20,0,2075,730,1.0,0.0267,0.0519,0.0,0.9733,1.0,0.0267,0,0.0,False,True
0.842,19,0,2075,731,1.0,0.0253,0.0494,0.0,0.9747,1.0,0.0253,0,0.0,False,True
0.843,17,0,2075,733,1.0,0.0227,0.0443,0.0,0.9773,1.0,0.0227,0,0.0,False,True
0.844,17,0,2075,733,1.0,0.0227,0.0443,0.0,0.9773,1.0,0.0227,0,0.0,False,True
0.845,17,0,2075,733,1.0,0.0227,0.0443,0.0,0.9773,1.0,0.0227,0,0.0,False,True
0.846,17,0,2075,733,1.0,0.0227,0.0443,0.0,0.9773,1.0,0.0227,0,0.0,False,True
0.847,17,0,2075,733,1.0,0.0227,0.0443,0.0,0.9773,1.0,0.0227,0,0.0,False,True
0.848,17,0,2075,733,1.0,0.0227,0.0443,0.0,0.9773,1.0,0.0227,0,0.0,False,True
0.849,17,0,2075,733,1.0,0.0227,0.0443,0.0,0.9773,1.0,0.0227,0,0.0,False,True
0.85,17,0,2075,733,1.0,0.0227,0.0443,0.0,0.9773,1.0,0.0227,0,0.0,False,True
0.851,17,0,2075,733,1.0,0.0227,0.0443,0.0,0.9773,1.0,0.0227,0,0.0,False,True
0.852,16,0,2075,734,1.0,0.0213,0.0418,0.0,0.9787,1.0,0.0213,0,0.0,False,True
0.853,15,0,2075,735,1.0,0.02,0.0392,0.0,0.98,1.0,0.02,0,0.0,False,True
0.854,14,0,2075,736,1.0,0.0187,0.0366,0.0,0.9813,1.0,0.0187,0,0.0,False,True
0.855,13,0,2075,737,1.0,0.0173,0.0341,0.0,0.9827,1.0,0.0173,0,0.0,False,True
0.856,12,0,2075,738,1.0,0.016,0.0315,0.0,0.984,1.0,0.016,0,0.0,False,True
0.857,12,0,2075,738,1.0,0.016,0.0315,0.0,0.984,1.0,0.016,0,0.0,False,True
0.858,12,0,2075,738,1.0,0.016,0.0315,0.0,0.984,1.0,0.016,0,0.0,False,True
0.859,12,0,2075,738,1.0,0.016,0.0315,0.0,0.984,1.0,0.016,0,0.0,False,True
0.86,12,0,2075,738,1.0,0.016,0.0315,0.0,0.984,1.0,0.016,0,0.0,False,True
0.861,11,0,2075,739,1.0,0.0147,0.0289,0.0,0.9853,1.0,0.0147,0,0.0,False,True
0.862,10,0,2075,740,1.0,0.0133,0.0263,0.0,0.9867,1.0,0.0133,0,0.0,False,True
0.863,10,0,2075,740,1.0,0.0133,0.0263,0.0,0.9867,1.0,0.0133,0,0.0,False,True
0.864,10,0,2075,740,1.0,0.0133,0.0263,0.0,0.9867,1.0,0.0133,0,0.0,False,True
0.865,10,0,2075,740,1.0,0.0133,0.0263,0.0,0.9867,1.0,0.0133,0,0.0,False,True
0.866,10,0,2075,740,1.0,0.0133,0.0263,0.0,0.9867,1.0,0.0133,0,0.0,False,True
0.867,10,0,2075,740,1.0,0.0133,0.0263,0.0,0.9867,1.0,0.0133,0,0.0,False,True
0.868,10,0,2075,740,1.0,0.0133,0.0263,0.0,0.9867,1.0,0.0133,0,0.0,False,True
0.869,10,0,2075,740,1.0,0.0133,0.0263,0.0,0.9867,1.0,0.0133,0,0.0,False,True
0.87,10,0,2075,740,1.0,0.0133,0.0263,0.0,0.9867,1.0,0.0133,0,0.0,False,True
0.871,10,0,2075,740,1.0,0.0133,0.0263,0.0,0.9867,1.0,0.0133,0,0.0,False,True
0.872,9,0,2075,741,1.0,0.012,0.0237,0.0,0.988,1.0,0.012,0,0.0,False,True
0.873,8,0,2075,742,1.0,0.0107,0.0211,0.0,0.9893,1.0,0.0107,0,0.0,False,True
0.874,8,0,2075,742,1.0,0.0107,0.0211,0.0,0.9893,1.0,0.0107,0,0.0,False,True
0.875,7,0,2075,743,1.0,0.0093,0.0185,0.0,0.9907,1.0,0.0093,0,0.0,False,True
0.876,7,0,2075,743,1.0,0.0093,0.0185,0.0,0.9907,1.0,0.0093,0,0.0,False,True
0.877,7,0,2075,743,1.0,0.0093,0.0185,0.0,0.9907,1.0,0.0093,0,0.0,False,True
0.878,7,0,2075,743,1.0,0.0093,0.0185,0.0,0.9907,1.0,0.0093,0,0.0,False,True
0.879,7,0,2075,743,1.0,0.0093,0.0185,0.0,0.9907,1.0,0.0093,0,0.0,False,True
0.88,7,0,2075,743,1.0,0.0093,0.0185,0.0,0.9907,1.0,0.0093,0,0.0,False,True
0.881,7,0,2075,743,1.0,0.0093,0.0185,0.0,0.9907,1.0,0.0093,0,0.0,False,True
0.882,7,0,2075,743,1.0,0.0093,0.0185,0.0,0.9907,1.0,0.0093,0,0.0,False,True
0.883,7,0,2075,743,1.0,0.0093,0.0185,0.0,0.9907,1.0,0.0093,0,0.0,False,True
0.884,7,0,2075,743,1.0,0.0093,0.0185,0.0,0.9907,1.0,0.0093,0,0.0,False,True
0.885,7,0,2075,743,1.0,0.0093,0.0185,0.0,0.9907,1.0,0.0093,0,0.0,False,True
0.886,6,0,2075,744,1.0,0.008,0.0159,0.0,0.992,1.0,0.008,0,0.0,False,True
0.887,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,1.0,0.0067,0,0.0,False,True
0.888,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,1.0,0.0067,0,0.0,False,True
0.889,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.89,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.891,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.892,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.893,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.894,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.895,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.896,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.897,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.898,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.899,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.9,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.901,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.902,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.903,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.904,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.905,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.906,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.907,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.908,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.909,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.91,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.911,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.912,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.913,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.914,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.915,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.916,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.917,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.918,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.919,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.92,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.921,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.922,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.923,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.924,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.925,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.926,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.927,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,1.0,0.0053,0,0.0,False,True
0.928,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.929,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.93,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.931,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.932,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.933,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.934,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.935,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.936,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.937,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.9380000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.9390000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.9400000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.9410000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.9420000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.9430000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.9440000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.9450000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.9460000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.9470000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.9480000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.9490000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.9500000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.9510000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.9520000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.9530000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.9540000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.9550000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.9560000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.9570000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.9580000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.9590000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.9600000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.961,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.962,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.963,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.964,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.965,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.966,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.967,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.968,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.969,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.97,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.971,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.972,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.973,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.974,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.975,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.976,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.977,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.978,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.979,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.98,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.981,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.982,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.983,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.984,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.985,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.986,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.987,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.988,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.989,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.99,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.991,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.992,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.993,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.994,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.995,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.996,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.997,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
0.999,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.0,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.002,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.003,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.004,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.005,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.006,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.007,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.008,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.009,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.01,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.011,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.012,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.013,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.014,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.015,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.016,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.017,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.018,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.019,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.02,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.021,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.022,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.023,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.024,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.025,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.0259999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.027,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.0279999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.029,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.0299999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.031,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.0319999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.033,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.0339999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.035,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.0359999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.037,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.0379999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.039,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.0399999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.041,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.0419999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.043,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.0439999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.045,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.0459999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.047,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.0479999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.049,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
1.0499999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,1.0,0.004,0,0.0,False,True
