Threshold,TP,FP,TN,FN,Precision,Recall,F1-Score,FPR,FNR,Specificity,Youden_J,Localhost_FP_Count,Localhost_FPR,Satisfies_Test_Criteria,Localhost_Safe
0.28300000000000003,185,0,2075,565,1.0,0.2467,0.3957,0.0,0.7533,1.0,0.2467,0,0.0,False,True
0.28400000000000003,185,0,2075,565,1.0,0.2467,0.3957,0.0,0.7533,1.0,0.2467,0,0.0,False,True
0.28500000000000003,184,0,2075,566,1.0,0.2453,0.394,0.0,0.7547,1.0,0.2453,0,0.0,False,True
0.28600000000000003,184,0,2075,566,1.0,0.2453,0.394,0.0,0.7547,1.0,0.2453,0,0.0,False,True
0.28700000000000003,183,0,2075,567,1.0,0.244,0.3923,0.0,0.756,1.0,0.244,0,0.0,False,True
0.28800000000000003,183,0,2075,567,1.0,0.244,0.3923,0.0,0.756,1.0,0.244,0,0.0,False,True
0.28900000000000003,183,0,2075,567,1.0,0.244,0.3923,0.0,0.756,1.0,0.244,0,0.0,False,True
0.29,183,0,2075,567,1.0,0.244,0.3923,0.0,0.756,1.0,0.244,0,0.0,False,True
0.291,183,0,2075,567,1.0,0.244,0.3923,0.0,0.756,1.0,0.244,0,0.0,False,True
0.292,183,0,2075,567,1.0,0.244,0.3923,0.0,0.756,1.0,0.244,0,0.0,False,True
0.293,183,0,2075,567,1.0,0.244,0.3923,0.0,0.756,1.0,0.244,0,0.0,False,True
0.294,183,0,2075,567,1.0,0.244,0.3923,0.0,0.756,1.0,0.244,0,0.0,False,True
0.295,183,0,2075,567,1.0,0.244,0.3923,0.0,0.756,1.0,0.244,0,0.0,False,True
0.296,183,0,2075,567,1.0,0.244,0.3923,0.0,0.756,1.0,0.244,0,0.0,False,True
0.297,183,0,2075,567,1.0,0.244,0.3923,0.0,0.756,1.0,0.244,0,0.0,False,True
0.298,183,0,2075,567,1.0,0.244,0.3923,0.0,0.756,1.0,0.244,0,0.0,False,True
0.299,183,0,2075,567,1.0,0.244,0.3923,0.0,0.756,1.0,0.244,0,0.0,False,True
0.3,183,0,2075,567,1.0,0.244,0.3923,0.0,0.756,1.0,0.244,0,0.0,False,True
0.301,183,0,2075,567,1.0,0.244,0.3923,0.0,0.756,1.0,0.244,0,0.0,False,True
0.302,182,0,2075,568,1.0,0.2427,0.3906,0.0,0.7573,1.0,0.2427,0,0.0,False,True
0.303,182,0,2075,568,1.0,0.2427,0.3906,0.0,0.7573,1.0,0.2427,0,0.0,False,True
0.304,182,0,2075,568,1.0,0.2427,0.3906,0.0,0.7573,1.0,0.2427,0,0.0,False,True
0.305,182,0,2075,568,1.0,0.2427,0.3906,0.0,0.7573,1.0,0.2427,0,0.0,False,True
0.306,182,0,2075,568,1.0,0.2427,0.3906,0.0,0.7573,1.0,0.2427,0,0.0,False,True
0.307,182,0,2075,568,1.0,0.2427,0.3906,0.0,0.7573,1.0,0.2427,0,0.0,False,True
0.308,181,0,2075,569,1.0,0.2413,0.3888,0.0,0.7587,1.0,0.2413,0,0.0,False,True
0.309,180,0,2075,570,1.0,0.24,0.3871,0.0,0.76,1.0,0.24,0,0.0,False,True
0.31,180,0,2075,570,1.0,0.24,0.3871,0.0,0.76,1.0,0.24,0,0.0,False,True
0.311,180,0,2075,570,1.0,0.24,0.3871,0.0,0.76,1.0,0.24,0,0.0,False,True
0.312,179,0,2075,571,1.0,0.2387,0.3854,0.0,0.7613,1.0,0.2387,0,0.0,False,True
0.313,179,0,2075,571,1.0,0.2387,0.3854,0.0,0.7613,1.0,0.2387,0,0.0,False,True
0.314,178,0,2075,572,1.0,0.2373,0.3836,0.0,0.7627,1.0,0.2373,0,0.0,False,True
0.315,178,0,2075,572,1.0,0.2373,0.3836,0.0,0.7627,1.0,0.2373,0,0.0,False,True
0.316,178,0,2075,572,1.0,0.2373,0.3836,0.0,0.7627,1.0,0.2373,0,0.0,False,True
0.317,178,0,2075,572,1.0,0.2373,0.3836,0.0,0.7627,1.0,0.2373,0,0.0,False,True
0.318,178,0,2075,572,1.0,0.2373,0.3836,0.0,0.7627,1.0,0.2373,0,0.0,False,True
0.319,178,0,2075,572,1.0,0.2373,0.3836,0.0,0.7627,1.0,0.2373,0,0.0,False,True
0.32,178,0,2075,572,1.0,0.2373,0.3836,0.0,0.7627,1.0,0.2373,0,0.0,False,True
0.321,178,0,2075,572,1.0,0.2373,0.3836,0.0,0.7627,1.0,0.2373,0,0.0,False,True
0.322,178,0,2075,572,1.0,0.2373,0.3836,0.0,0.7627,1.0,0.2373,0,0.0,False,True
0.323,178,0,2075,572,1.0,0.2373,0.3836,0.0,0.7627,1.0,0.2373,0,0.0,False,True
0.324,178,0,2075,572,1.0,0.2373,0.3836,0.0,0.7627,1.0,0.2373,0,0.0,False,True
0.325,178,0,2075,572,1.0,0.2373,0.3836,0.0,0.7627,1.0,0.2373,0,0.0,False,True
0.326,177,0,2075,573,1.0,0.236,0.3819,0.0,0.764,1.0,0.236,0,0.0,False,True
0.327,176,0,2075,574,1.0,0.2347,0.3801,0.0,0.7653,1.0,0.2347,0,0.0,False,True
0.328,176,0,2075,574,1.0,0.2347,0.3801,0.0,0.7653,1.0,0.2347,0,0.0,False,True
0.329,176,0,2075,574,1.0,0.2347,0.3801,0.0,0.7653,1.0,0.2347,0,0.0,False,True
0.33,176,0,2075,574,1.0,0.2347,0.3801,0.0,0.7653,1.0,0.2347,0,0.0,False,True
0.331,175,0,2075,575,1.0,0.2333,0.3784,0.0,0.7667,1.0,0.2333,0,0.0,False,True
0.332,174,0,2075,576,1.0,0.232,0.3766,0.0,0.768,1.0,0.232,0,0.0,False,True
0.333,174,0,2075,576,1.0,0.232,0.3766,0.0,0.768,1.0,0.232,0,0.0,False,True
0.334,174,0,2075,576,1.0,0.232,0.3766,0.0,0.768,1.0,0.232,0,0.0,False,True
0.335,174,0,2075,576,1.0,0.232,0.3766,0.0,0.768,1.0,0.232,0,0.0,False,True
0.336,174,0,2075,576,1.0,0.232,0.3766,0.0,0.768,1.0,0.232,0,0.0,False,True
0.337,174,0,2075,576,1.0,0.232,0.3766,0.0,0.768,1.0,0.232,0,0.0,False,True
0.338,174,0,2075,576,1.0,0.232,0.3766,0.0,0.768,1.0,0.232,0,0.0,False,True
0.339,174,0,2075,576,1.0,0.232,0.3766,0.0,0.768,1.0,0.232,0,0.0,False,True
0.34,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,1.0,0.2307,0,0.0,False,True
0.341,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,1.0,0.2307,0,0.0,False,True
0.342,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,1.0,0.2307,0,0.0,False,True
0.343,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,1.0,0.2307,0,0.0,False,True
0.34400000000000003,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,1.0,0.2307,0,0.0,False,True
0.34500000000000003,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,1.0,0.2307,0,0.0,False,True
0.34600000000000003,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,1.0,0.2307,0,0.0,False,True
0.34700000000000003,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,1.0,0.2307,0,0.0,False,True
0.34800000000000003,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,1.0,0.2307,0,0.0,False,True
0.34900000000000003,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,1.0,0.2307,0,0.0,False,True
0.35000000000000003,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,1.0,0.2307,0,0.0,False,True
0.35100000000000003,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,1.0,0.2307,0,0.0,False,True
0.35200000000000004,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,1.0,0.2307,0,0.0,False,True
0.353,172,0,2075,578,1.0,0.2293,0.3731,0.0,0.7707,1.0,0.2293,0,0.0,False,True
0.354,172,0,2075,578,1.0,0.2293,0.3731,0.0,0.7707,1.0,0.2293,0,0.0,False,True
0.355,172,0,2075,578,1.0,0.2293,0.3731,0.0,0.7707,1.0,0.2293,0,0.0,False,True
0.356,172,0,2075,578,1.0,0.2293,0.3731,0.0,0.7707,1.0,0.2293,0,0.0,False,True
0.357,172,0,2075,578,1.0,0.2293,0.3731,0.0,0.7707,1.0,0.2293,0,0.0,False,True
0.358,172,0,2075,578,1.0,0.2293,0.3731,0.0,0.7707,1.0,0.2293,0,0.0,False,True
0.359,172,0,2075,578,1.0,0.2293,0.3731,0.0,0.7707,1.0,0.2293,0,0.0,False,True
0.36,172,0,2075,578,1.0,0.2293,0.3731,0.0,0.7707,1.0,0.2293,0,0.0,False,True
0.361,172,0,2075,578,1.0,0.2293,0.3731,0.0,0.7707,1.0,0.2293,0,0.0,False,True
0.362,172,0,2075,578,1.0,0.2293,0.3731,0.0,0.7707,1.0,0.2293,0,0.0,False,True
0.363,172,0,2075,578,1.0,0.2293,0.3731,0.0,0.7707,1.0,0.2293,0,0.0,False,True
0.364,172,0,2075,578,1.0,0.2293,0.3731,0.0,0.7707,1.0,0.2293,0,0.0,False,True
0.365,172,0,2075,578,1.0,0.2293,0.3731,0.0,0.7707,1.0,0.2293,0,0.0,False,True
0.366,172,0,2075,578,1.0,0.2293,0.3731,0.0,0.7707,1.0,0.2293,0,0.0,False,True
0.367,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,1.0,0.228,0,0.0,False,True
0.368,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,1.0,0.228,0,0.0,False,True
0.369,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,1.0,0.228,0,0.0,False,True
0.37,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,1.0,0.228,0,0.0,False,True
0.371,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,1.0,0.228,0,0.0,False,True
0.372,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,1.0,0.228,0,0.0,False,True
0.373,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,1.0,0.228,0,0.0,False,True
0.374,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,1.0,0.228,0,0.0,False,True
0.375,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,1.0,0.228,0,0.0,False,True
0.376,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,1.0,0.228,0,0.0,False,True
0.377,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,1.0,0.228,0,0.0,False,True
0.378,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,1.0,0.228,0,0.0,False,True
0.379,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,1.0,0.228,0,0.0,False,True
0.38,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,1.0,0.228,0,0.0,False,True
0.381,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,1.0,0.228,0,0.0,False,True
0.382,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,1.0,0.228,0,0.0,False,True
0.383,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,1.0,0.228,0,0.0,False,True
0.384,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,1.0,0.228,0,0.0,False,True
0.385,170,0,2075,580,1.0,0.2267,0.3696,0.0,0.7733,1.0,0.2267,0,0.0,False,True
0.386,170,0,2075,580,1.0,0.2267,0.3696,0.0,0.7733,1.0,0.2267,0,0.0,False,True
0.387,170,0,2075,580,1.0,0.2267,0.3696,0.0,0.7733,1.0,0.2267,0,0.0,False,True
0.388,169,0,2075,581,1.0,0.2253,0.3678,0.0,0.7747,1.0,0.2253,0,0.0,False,True
0.389,169,0,2075,581,1.0,0.2253,0.3678,0.0,0.7747,1.0,0.2253,0,0.0,False,True
0.39,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,1.0,0.224,0,0.0,False,True
0.391,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,1.0,0.224,0,0.0,False,True
0.392,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,1.0,0.224,0,0.0,False,True
0.393,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,1.0,0.224,0,0.0,False,True
0.394,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,1.0,0.224,0,0.0,False,True
0.395,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,1.0,0.224,0,0.0,False,True
0.396,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,1.0,0.224,0,0.0,False,True
0.397,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,1.0,0.224,0,0.0,False,True
0.398,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,1.0,0.224,0,0.0,False,True
0.399,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,1.0,0.224,0,0.0,False,True
0.4,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,1.0,0.224,0,0.0,False,True
0.401,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,1.0,0.224,0,0.0,False,True
0.402,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,1.0,0.224,0,0.0,False,True
0.403,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,1.0,0.224,0,0.0,False,True
0.404,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,1.0,0.224,0,0.0,False,True
0.405,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,1.0,0.224,0,0.0,False,True
0.406,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,1.0,0.224,0,0.0,False,True
0.40700000000000003,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,1.0,0.224,0,0.0,False,True
0.40800000000000003,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,1.0,0.224,0,0.0,False,True
0.40900000000000003,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,1.0,0.224,0,0.0,False,True
0.41000000000000003,167,0,2075,583,1.0,0.2227,0.3642,0.0,0.7773,1.0,0.2227,0,0.0,False,True
0.41100000000000003,167,0,2075,583,1.0,0.2227,0.3642,0.0,0.7773,1.0,0.2227,0,0.0,False,True
0.41200000000000003,167,0,2075,583,1.0,0.2227,0.3642,0.0,0.7773,1.0,0.2227,0,0.0,False,True
0.41300000000000003,167,0,2075,583,1.0,0.2227,0.3642,0.0,0.7773,1.0,0.2227,0,0.0,False,True
0.41400000000000003,167,0,2075,583,1.0,0.2227,0.3642,0.0,0.7773,1.0,0.2227,0,0.0,False,True
0.41500000000000004,167,0,2075,583,1.0,0.2227,0.3642,0.0,0.7773,1.0,0.2227,0,0.0,False,True
0.41600000000000004,167,0,2075,583,1.0,0.2227,0.3642,0.0,0.7773,1.0,0.2227,0,0.0,False,True
0.41700000000000004,167,0,2075,583,1.0,0.2227,0.3642,0.0,0.7773,1.0,0.2227,0,0.0,False,True
0.418,167,0,2075,583,1.0,0.2227,0.3642,0.0,0.7773,1.0,0.2227,0,0.0,False,True
0.419,167,0,2075,583,1.0,0.2227,0.3642,0.0,0.7773,1.0,0.2227,0,0.0,False,True
0.42,167,0,2075,583,1.0,0.2227,0.3642,0.0,0.7773,1.0,0.2227,0,0.0,False,True
0.421,167,0,2075,583,1.0,0.2227,0.3642,0.0,0.7773,1.0,0.2227,0,0.0,False,True
0.422,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,1.0,0.2213,0,0.0,False,True
0.423,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,1.0,0.2213,0,0.0,False,True
0.424,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,1.0,0.2213,0,0.0,False,True
0.425,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,1.0,0.2213,0,0.0,False,True
0.426,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,1.0,0.2213,0,0.0,False,True
0.427,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,1.0,0.2213,0,0.0,False,True
0.428,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,1.0,0.2213,0,0.0,False,True
0.429,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,1.0,0.2213,0,0.0,False,True
0.43,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,1.0,0.2213,0,0.0,False,True
0.431,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,1.0,0.2213,0,0.0,False,True
0.432,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,1.0,0.2213,0,0.0,False,True
0.433,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,1.0,0.2213,0,0.0,False,True
0.434,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,1.0,0.2213,0,0.0,False,True
0.435,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,1.0,0.2213,0,0.0,False,True
0.436,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,1.0,0.2213,0,0.0,False,True
0.437,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,1.0,0.2213,0,0.0,False,True
0.438,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,1.0,0.2213,0,0.0,False,True
0.439,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,1.0,0.2213,0,0.0,False,True
0.44,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,1.0,0.2213,0,0.0,False,True
0.441,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,1.0,0.2213,0,0.0,False,True
0.442,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,1.0,0.2213,0,0.0,False,True
0.443,165,0,2075,585,1.0,0.22,0.3607,0.0,0.78,1.0,0.22,0,0.0,False,True
0.444,165,0,2075,585,1.0,0.22,0.3607,0.0,0.78,1.0,0.22,0,0.0,False,True
0.445,164,0,2075,586,1.0,0.2187,0.3589,0.0,0.7813,1.0,0.2187,0,0.0,False,True
0.446,164,0,2075,586,1.0,0.2187,0.3589,0.0,0.7813,1.0,0.2187,0,0.0,False,True
0.447,164,0,2075,586,1.0,0.2187,0.3589,0.0,0.7813,1.0,0.2187,0,0.0,False,True
0.448,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,1.0,0.2173,0,0.0,False,True
0.449,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,1.0,0.2173,0,0.0,False,True
0.45,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,1.0,0.2173,0,0.0,False,True
0.451,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,1.0,0.2173,0,0.0,False,True
0.452,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,1.0,0.2173,0,0.0,False,True
0.453,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,1.0,0.2173,0,0.0,False,True
0.454,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,1.0,0.2173,0,0.0,False,True
0.455,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,1.0,0.2173,0,0.0,False,True
0.456,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,1.0,0.2173,0,0.0,False,True
0.457,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,1.0,0.2173,0,0.0,False,True
0.458,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,1.0,0.2173,0,0.0,False,True
0.459,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,1.0,0.2173,0,0.0,False,True
0.46,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,1.0,0.2173,0,0.0,False,True
0.461,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,1.0,0.2173,0,0.0,False,True
0.462,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,1.0,0.2173,0,0.0,False,True
0.463,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.464,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.465,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.466,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.467,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.468,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.46900000000000003,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.47000000000000003,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.47100000000000003,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.47200000000000003,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.47300000000000003,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.47400000000000003,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.47500000000000003,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.47600000000000003,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.47700000000000004,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.47800000000000004,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.47900000000000004,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.48000000000000004,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.481,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.482,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.483,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.484,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.485,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.486,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.487,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.488,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.489,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.49,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.491,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.492,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,1.0,0.216,0,0.0,False,True
0.493,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.494,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.495,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.496,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.497,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.498,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.499,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.5,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.501,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.502,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.503,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.504,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.505,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.506,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.507,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.508,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.509,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.51,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.511,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.512,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.513,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.514,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.515,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.516,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.517,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.518,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.519,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.52,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.521,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.522,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.523,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.524,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.525,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.526,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.527,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.528,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.529,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.53,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.531,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.532,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.533,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.534,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.535,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.536,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.537,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
